Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","002","Africa","5510","Production","01213","Cauliflowers and broccoli","2023","2023","t","541237.35","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","25648.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01213","Cauliflowers and broccoli","2024","2024","t","540744.94","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2017","2017","kg/ha","1601.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2017","2017","t","5905792.24","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2018","2018","kg/ha","1605.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2018","2018","t","6347769.55","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2019","2019","kg/ha","1681.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2019","2019","t","6700913.05","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2020","2020","kg/ha","1681.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2020","2020","t","6643998.15","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2021","2021","kg/ha","1687.6","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2021","2021","t","6311187.76","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2022","2022","kg/ha","1712.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2022","2022","t","6453729.16","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2023","2023","kg/ha","1745","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2023","2023","t","6748214.96","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01199.90","Cereals n.e.c.","2024","2024","kg/ha","1650.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01199.90","Cereals n.e.c.","2024","2024","t","6602379.08","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2017","2017","t","236784.51","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2018","2018","t","222692.96","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2019","2019","t","123454.94","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2020","2020","t","127383.46","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2021","2021","t","134632.74","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2022","2022","t","148126.45","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22252","Cheese from milk of buffalo, fresh or processed","2023","2023","t","136714.23","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2017","2017","t","248459.97","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2018","2018","t","248837.23","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2019","2019","t","138893.94","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2020","2020","t","141104.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2021","2021","t","138789.21","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2022","2022","t","136411.07","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22254","Cheese from milk of goats, fresh or processed","2023","2023","t","137321.44","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2017","2017","t","64129.87","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2018","2018","t","65277.07","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","t","50864.34","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2020","2020","t","52139.73","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2021","2021","t","47048.88","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2022","2022","t","47366.74","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2023","2023","t","51039.88","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2017","2017","t","155597.11","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2018","2018","t","155061.45","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2019","2019","t","206566.57","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2020","2020","t","218038.56","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2021","2021","t","233871.37","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2022","2022","t","243532.92","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.02","Cheese from skimmed cow milk","2023","2023","t","223688.24","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2017","2017","t","408039.42","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2018","2018","t","447488.93","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2019","2019","t","464034.35","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2020","2020","t","485866.65","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2021","2021","t","558438.97","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2022","2022","t","599886.43","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","22251.01","Cheese from whole cow milk","2023","2023","t","561117.52","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2017","2017","kg/ha","2978.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2017","2017","t","27197.88","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2018","2018","kg/ha","3853.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2018","2018","t","27428.89","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2019","2019","kg/ha","4687.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2019","2019","t","36816.91","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2020","2020","kg/ha","3355.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2020","2020","t","27342.79","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2021","2021","kg/ha","3670.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2021","2021","t","30830.36","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2022","2022","kg/ha","3556.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2022","2022","t","33390.18","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2023","2023","kg/ha","3557","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2023","2023","t","32078.13","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","3117.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01344.02","Cherries","2024","2024","t","27926.67","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2017","2017","kg/ha","1065.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2017","2017","t","226.63","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2018","2018","kg/ha","1064.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2018","2018","t","228.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2019","2019","kg/ha","1064.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2019","2019","t","230.26","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2020","2020","kg/ha","1063.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2020","2020","t","230.56","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2021","2021","kg/ha","1061.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2021","2021","t","234.23","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2022","2022","kg/ha","1061.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2022","2022","t","231.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2023","2023","kg/ha","1062.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2023","2023","t","234.99","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01373","Chestnuts, in shell","2024","2024","kg/ha","1061.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01373","Chestnuts, in shell","2024","2024","t","235.74","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2017","2017","kg/ha","1704","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2017","2017","t","672455.79","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2018","2018","kg/ha","1436.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2018","2018","t","713659.87","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2019","2019","kg/ha","1626.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2019","2019","t","697260.56","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2020","2020","kg/ha","1710.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2020","2020","t","693694.47","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2021","2021","kg/ha","1736.4","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2021","2021","t","731895.1","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2022","2022","kg/ha","1565.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2022","2022","t","630776.34","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2023","2023","kg/ha","1789","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2023","2023","t","661385.15","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01703","Chick peas, dry","2024","2024","kg/ha","1823.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01703","Chick peas, dry","2024","2024","t","690008.64","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2017","2017","kg/ha","5540","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2017","2017","t","6716.63","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2018","2018","kg/ha","5473.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2018","2018","t","13299.86","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2019","2019","kg/ha","5519.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2019","2019","t","13400.99","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2020","2020","kg/ha","5568.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2020","2020","t","10871.97","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2021","2021","kg/ha","5673.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2021","2021","t","12138.38","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2022","2022","kg/ha","5676.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2022","2022","t","12191.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2023","2023","kg/ha","5785.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2023","2023","t","5818.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01691","Chicory roots","2024","2024","kg/ha","5869.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01691","Chicory roots","2024","2024","t","4525.71","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","kg/ha","2568.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","t","853136.14","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","kg/ha","2559.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","t","905689.18","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","kg/ha","2566.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","t","916733.42","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","kg/ha","2598.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","t","914988.64","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","kg/ha","2531.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","t","865582.02","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","kg/ha","2591.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","t","850883.81","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","kg/ha","2551.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","t","921148.63","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","kg/ha","2580.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","t","944301.05","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","kg/ha","7195.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","t","4053598.84","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","kg/ha","7112.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","t","4255854.51","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","kg/ha","7903.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","t","4593691.33","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","kg/ha","6805.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","4512338.09","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","kg/ha","6881.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","t","4081775.02","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","kg/ha","7463.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","4675254.53","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","7845.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","t","4870902.81","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","kg/ha","7654.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","t","4903130.16","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2017","2017","kg/ha","1561.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2017","2017","t","3462.14","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2018","2018","kg/ha","1543.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2018","2018","t","3229.68","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2019","2019","kg/ha","1550.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2019","2019","t","3306.93","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2020","2020","kg/ha","1571.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2020","2020","t","3343.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2021","2021","kg/ha","1497.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2021","2021","t","3299.06","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2022","2022","kg/ha","1583","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2022","2022","t","3312.02","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2023","2023","kg/ha","1583.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2023","2023","t","3314.76","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01655","Cinnamon and cinnamon-tree flowers, raw","2024","2024","kg/ha","1583.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01655","Cinnamon and cinnamon-tree flowers, raw","2024","2024","t","3305.38","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2017","2017","kg/ha","355.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2017","2017","t","41844.5","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2018","2018","kg/ha","354.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2018","2018","t","41857.59","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2019","2019","kg/ha","358.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2019","2019","t","40688.09","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2020","2020","kg/ha","360.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2020","2020","t","41498.66","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2021","2021","kg/ha","365.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2021","2021","t","41908.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2022","2022","kg/ha","364.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2022","2022","t","42133.53","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2023","2023","kg/ha","363.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2023","2023","t","43121.83","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01656","Cloves (whole stems), raw","2024","2024","kg/ha","363.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01656","Cloves (whole stems), raw","2024","2024","t","43592.73","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2017","2017","kg/ha","471.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2017","2017","t","3745906.89","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2018","2018","kg/ha","481.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2018","2018","t","3784529.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2019","2019","kg/ha","481.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2019","2019","t","3748318.78","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2020","2020","kg/ha","482.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2020","2020","t","3886236.08","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2021","2021","kg/ha","481.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2021","2021","t","4034650.11","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2022","2022","kg/ha","471.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2022","2022","t","3837418.49","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2023","2023","kg/ha","460.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2023","2023","t","3344066.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01640","Cocoa beans","2024","2024","kg/ha","458","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01640","Cocoa beans","2024","2024","t","3424757.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","2166","Coconut oil","2017","2017","t","96779.34","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","2166","Coconut oil","2018","2018","t","98544.43","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","2166","Coconut oil","2019","2019","t","98552.49","E","Estimated value",""
